INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION,HATE_SPEECH_Hindi,Counter_SPEECH_Hindi
3290,"Women are basically childlike, they remain this way most of their lives. This degrading behavior is utterly repulsive and should not be tolerated.",Women are human and deserve respect. Don't you think so?,WOMEN,V6_sbf,"महिलाएं मूल रूप से बचपन की तरह हैं, वे इस तरह से अपने जीवन के अधिकांश हिस्सों में बनी हुई हैं। यह अपमानजनक व्यवहार पूरी तरह से प्रतिकारक है और इसे बर्दाश्त नहीं किया जाना चाहिए।",महिलाएं मानवीय हैं और सम्मान के लायक हैं। क्या आपको ऐसा नहीं लगता?
3291,Women are just objects to be dominated by the will of a man.,I agree that women are often objects of sexual desire. But so are men. It is also important to recognize that women are often the victims of sexual assault. I think it is also important to recognize that women are human beings. And we all have the right to respect for our bodies.,WOMEN,V6_sbf,महिलाएं केवल एक आदमी की इच्छा पर हावी होने वाली वस्तुएं हैं।,मैं मानता हूं कि महिलाएं अक्सर यौन इच्छा की वस्तुएं होती हैं। लेकिन इसलिए पुरुष हैं। यह पहचानना भी महत्वपूर्ण है कि महिलाएं अक्सर यौन हमले की पीड़ित होती हैं। मुझे लगता है कि यह पहचानना भी महत्वपूर्ण है कि महिलाएं इंसान हैं। और हम सभी को अपने शरीर के प्रति सम्मान का अधिकार है।
3292,women are only good for one thing.,I am sure we have heard this many times. But this doesn't make it true.,WOMEN,V6_sbf,महिलाएं केवल एक चीज के लिए अच्छी हैं।,मुझे यकीन है कि हमने कई बार यह सुना है। लेकिन यह सच नहीं है।
3293,"If a woman wants to be a homemaker, and a man wants to be a millionaire, then we are done.",People of every gender can own and run their own businesses. We should respect that.,WOMEN,V6_sbf,"यदि एक महिला एक गृहिणी बनना चाहती है, और एक पुरुष करोड़पति बनना चाहता है, तो हम कर रहे हैं।",हर लिंग के लोग अपने स्वयं के व्यवसायों को खुद कर सकते हैं और चला सकते हैं। हमें इसका सम्मान करना चाहिए।
3294,"Women are basically childlike, soft and emotional.",. Sensitivity and emotional intelligence are assets not specific to any gender.,WOMEN,V6_sbf,"महिलाएं मूल रूप से बच्चे की तरह, नरम और भावनात्मक हैं।",। संवेदनशीलता और भावनात्मक बुद्धिमत्ता किसी भी लिंग के लिए विशिष्ट नहीं है।
3295,Women are just brain-dead.,"Women are human, and have all the qualities of human beings: feelings, agency, autonomy. To suggest otherwise is to deny their humanity.",WOMEN,V6_sbf,महिलाएं सिर्फ मस्तिष्क-मृत हैं।,"महिलाएं मानव हैं, और मानव के सभी गुण हैं: भावनाएं, एजेंसी, स्वायत्तता। अन्यथा सुझाव देना उनकी मानवता से इनकार करना है।"
3296,What has feminism ever done for you?,"Feminism is a human rights movement, and it has always stood for the equality of the sexes.",WOMEN,V6_sbf,नारीवाद ने कभी आपके लिए क्या किया है?,"नारीवाद एक मानवाधिकार आंदोलन है, और यह हमेशा लिंगों की समानता के लिए खड़ा है।"
3297,Feminism is crap.,"Feminism is about the empowerment of women and having equal rights, what's not to like?.",WOMEN,V6_sbf,नारीवाद बकवास है।,"नारीवाद महिलाओं के सशक्तिकरण और समान अधिकार रखने के बारे में है, क्या पसंद नहीं है?"
3298,You can be anything you like as long as you are not a woman.,"Women are people, and people are human. Being oppressed is not an choice. You may think it's a badge of honour to be called a man, but it should not be a badge of shame to be called woman.",WOMEN,V6_sbf,"जब तक आप एक महिला नहीं हैं, तब तक आप कुछ भी पसंद कर सकते हैं।","महिलाएं लोग हैं, और लोग इंसान हैं। उत्पीड़ित होना एक विकल्प नहीं है। आप सोच सकते हैं कि यह एक आदमी कहलाने के लिए सम्मान का एक बिल्ला है, लेकिन यह महिला कहे जाने के लिए शर्म का बिल्ला नहीं होना चाहिए।"
3299,feminists are angry women,"Feminism is also for men and for their interests, and I think that it is time that these two concepts be united.",WOMEN,V6_sbf,नारीवादी नाराज महिलाएं हैं,"नारीवाद पुरुषों के लिए और उनके हितों के लिए भी है, और मुझे लगता है कि यह समय है कि ये दोनों अवधारणाएं एकजुट हों।"
3300,"I like women, but only if they are wearing sexy knickers and obey me.",What if knickers don't suit them? What if they don't obey? Would it be a problem?,WOMEN,V6_sbf,"मुझे महिलाएं पसंद हैं, लेकिन केवल अगर वे सेक्सी घुटनों पर पहने हुए हैं और मेरा पालन कर रहे हैं।",क्या होगा अगर नाइकर उन्हें सूट नहीं करते हैं? क्या होगा अगर वे पालन नहीं करते हैं? क्या यह एक समस्या होगी?
3301,women play the victim.,"Women are not playing the victim. They are victims of social, economic and political forces that make it hard for them to get ahead.",WOMEN,V6_sbf,महिलाएं पीड़ित खेलती हैं।,"महिलाएं पीड़ित नहीं खेल रही हैं। वे सामाजिक, आर्थिक और राजनीतिक ताकतों के शिकार हैं जो उनके लिए आगे बढ़ना कठिन बनाते हैं।"
3302,The Arabs have nothing to do with our country. They are just a bunch of idiots. Their religion and culture should be banned by the law.,Think for a moment. Would you want your child to grow up in a country where democracy is under attack like this?,other,V6_sbf,अरबों का हमारे देश से कोई लेना -देना नहीं है। वे सिर्फ बेवकूफों का एक समूह हैं। उनके धर्म और संस्कृति को कानून द्वारा प्रतिबंधित किया जाना चाहिए।,एक पल के लिए सोचो। क्या आप चाहेंगे कि आपका बच्चा ऐसे देश में बड़ा हो जाए जहाँ लोकतंत्र इस तरह से हमला कर रहा हो?
3303,Asians are basically just a bunch of slobs and I don't like how they are accepted here.,"There is a wide range in income and education, as well as religious and ethnic background, amongst people from Asia. What exactly is the reason why you don't like them all?",other,V6_sbf,एशियाई मूल रूप से सिर्फ स्लोब का एक समूह है और मुझे पसंद नहीं है कि उन्हें यहां कैसे स्वीकार किया जाता है।,एशिया के लोगों के बीच आय और शिक्षा के साथ -साथ धार्मिक और जातीय पृष्ठभूमि में एक विस्तृत श्रृंखला है। वास्तव में क्या कारण है कि आप उन सभी को पसंद नहीं करते हैं?
3304,Physically disabled folks deserve to be used.,"It is important to acknowledge that there are people who suffer from physical disabilities. Also, in many societies, an individual's physical condition is an issue they are discriminated against because of.",DISABLED,V6_sbf,शारीरिक रूप से विकलांग लोगों का उपयोग करने के लायक है।,"यह स्वीकार करना महत्वपूर्ण है कि ऐसे लोग हैं जो शारीरिक विकलांगता से पीड़ित हैं। इसके अलावा, कई समाजों में, एक व्यक्ति की शारीरिक स्थिति एक ऐसा मुद्दा है जिसके कारण वे भेदभाव करते हैं।"
3305,It would be better for our society if physically disabled folks didn't live their seniority.,"This is not true. Rather, if you think about it, many disabled people will live until their late 70s, if they do not have dementia or endocrine imbalances. And their contribution to our society is undeniable.",DISABLED,V6_sbf,यह हमारे समाज के लिए बेहतर होगा यदि शारीरिक रूप से विकलांग लोगों ने अपनी वरिष्ठता नहीं जीती।,"यह सच नहीं है। बल्कि, यदि आप इसके बारे में सोचते हैं, तो कई विकलांग लोग अपने 70 के दशक के अंत तक रहेंगे, अगर उनके पास मनोभ्रंश या अंतःस्रावी असंतुलन नहीं है। और हमारे समाज में उनका योगदान निर्विवाद है।"
3306,"Disabled are subhuman, and deserve nothing but contempt and ridicule.","The phrase 'subhuman' has been forced to mean 'of a certain body type', which, in my opinion, trivialises and dismisses the serious issues facing people of a certain body type.",DISABLED,V6_sbf,"विकलांग अविश्वसनीय हैं, और अवमानना ​​और उपहास के अलावा कुछ भी नहीं हैं।","वाक्यांश 'सुभुमन' को 'एक निश्चित शरीर प्रकार' के अर्थ के लिए मजबूर किया गया है, जो मेरी राय में, एक निश्चित शरीर के प्रकार के लोगों के सामने गंभीर मुद्दों को नियंत्रित करता है और खारिज करता है।"
3307,Physically disabled folks are all angry and useless.,At least they are well aware of the negative effects of unjust discrimination on them and on people with other disabilities.,DISABLED,V6_sbf,शारीरिक रूप से विकलांग लोग सभी नाराज और बेकार हैं।,कम से कम वे उन पर और अन्य विकलांग लोगों पर अन्यायपूर्ण भेदभाव के नकारात्मक प्रभावों के बारे में अच्छी तरह से जानते हैं।
3308,Disabled people should be left out of the education system because of their impairments. They will never meet their lifetime goals.,"Disabled people, at least with respect to school attendance, education spending and employment, still receive a great deal less attention than other people, and this is why many do not achieve their life goals.",DISABLED,V6_sbf,विकलांग लोगों को उनकी हानि के कारण शिक्षा प्रणाली से बाहर कर दिया जाना चाहिए। वे अपने जीवन भर के लक्ष्यों को कभी नहीं पूरा करेंगे।,"विकलांग लोग, कम से कम स्कूल की उपस्थिति, शिक्षा खर्च और रोजगार के संबंध में, अभी भी अन्य लोगों की तुलना में बहुत कम ध्यान आकर्षित करते हैं, और यही कारण है कि कई अपने जीवन लक्ष्यों को प्राप्त नहीं करते हैं।"
3309,Autistic folks are inferior.,"The evidence that autistic people are inferior is lacking: it is commonly experienced that autistic people have unique talents, that they have special abilities, and that the only difference is in their social interactions.",DISABLED,V6_sbf,ऑटिस्टिक लोग हीन हैं।,"ऑटिस्टिक लोगों के हीन होने के साक्ष्य की कमी है: यह आमतौर पर अनुभव किया जाता है कि ऑटिस्टिक लोगों में अद्वितीय प्रतिभाएं हैं, कि उनके पास विशेष क्षमताएं हैं, और यह कि केवल अंतर उनके सामाजिक बातचीत में है।"
3310,Autistic people are a burden to society.,We should not be so harsh on people on the autistic spectrum. Their difficulties can be mitigated by a more inclusive society.,DISABLED,V6_sbf,ऑटिस्टिक लोग समाज के लिए एक बोझ हैं।,हमें ऑटिस्टिक स्पेक्ट्रम पर लोगों पर इतना कठोर नहीं होना चाहिए। उनकी कठिनाइयों को अधिक समावेशी समाज द्वारा कम किया जा सकता है।
3311,All these autistic people are endangering our society.,I'd like to see a reduction in cases of discrimination against autistic people. They are no danger.,DISABLED,V6_sbf,ये सभी ऑटिस्टिक लोग हमारे समाज को खतरे में डाल रहे हैं।,#VALUE!
3312,Autistic people are a problem in our society.,"Why do you think it is a problem? I doubt that any autistic person is a problem per se, but, for the disabled people, the non-inclusive everyday life is.",DISABLED,V6_sbf,ऑटिस्टिक लोग हमारे समाज में एक समस्या हैं।,"आपको क्यों लगता है कि यह एक समस्या है? मुझे संदेह है कि कोई भी ऑटिस्टिक व्यक्ति प्रति समस्या है, लेकिन, विकलांग लोगों के लिए, गैर-समावेशी रोजमर्रा की जिंदगी है।"
3313,Mentally disabled folks are messed up.,"What do you mean by ""messed up""? Many of us are ""messed up"" as well. So, either we are all ""messed up"" because there are some who are stating this, or no one is. I would prefer the second option.",DISABLED,V6_sbf,मानसिक रूप से विकलांग लोगों को गड़बड़ कर दिया जाता है।,"""गड़बड़"" से आपका क्या मतलब है? हम में से कई ""गड़बड़"" हैं। इसलिए, या तो हम सभी ""गड़बड़"" हैं क्योंकि कुछ ऐसे हैं जो यह बता रहे हैं, या कोई भी नहीं है। मैं दूसरा विकल्प पसंद करूंगा।"
3314,Mentally disabled people are fucked. They are suffering from a brain injury and cannot function at work.,"Even if some mentally disabled people are ""fucked"" as you kindly said, we should at least acknowledge that they are humans. To claim that they are not is to treat them like animals.",DISABLED,V6_sbf,मानसिक रूप से विकलांग लोगों को गड़बड़ कर दिया जाता है। वे मस्तिष्क की चोट से पीड़ित हैं और काम पर काम नहीं कर सकते।,"यहां तक ​​कि अगर कुछ मानसिक रूप से विकलांग लोग ""गड़बड़"" हैं, जैसा कि आपने कहा, हमें कम से कम यह स्वीकार करना चाहिए कि वे मनुष्य हैं। यह दावा करने के लिए कि वे जानवरों की तरह उनका इलाज नहीं करते हैं।"
3315,Mentally disabled people should not be allowed to vote. They are a burden to society.,People have the right to vote. That is part of our democratic system. I would not want to restrict anyone from that right.,DISABLED,V6_sbf,मानसिक रूप से विकलांग लोगों को वोट देने की अनुमति नहीं दी जानी चाहिए। वे समाज के लिए एक बोझ हैं।,लोगों को वोट देने का अधिकार है। यह हमारी लोकतांत्रिक प्रणाली का हिस्सा है। मैं किसी को भी उस अधिकार से प्रतिबंधित नहीं करना चाहूंगा।
3316,Jewish folks only care about money.,Over the years the wealth gap between non-jews and jews has narrowed significantly. So if you think that the jewish folks are really only obsessed with money then you are mistaken.,JEWS,V6_sbf,यहूदी लोग केवल पैसे की परवाह करते हैं।,वर्षों से गैर-यहूदियों और यहूदियों के बीच धन अंतर काफी कम हो गया है। इसलिए अगर आपको लगता है कि यहूदी लोग वास्तव में केवल पैसे से ग्रस्त हैं तो आप गलत हैं।
3317,Jewish people are featured in the top roles of most companies just because of their race.,"Jews work hard to get to where they are, just as anyone else does, and they don't deserve discrimination for this.",JEWS,V6_sbf,यहूदी लोगों को अपनी दौड़ के कारण ज्यादातर कंपनियों की शीर्ष भूमिकाओं में चित्रित किया गया है।,"यहूदी जहां हैं, वहां पहुंचने के लिए कड़ी मेहनत करते हैं, जैसा कि कोई और करता है, और वे इसके लिए भेदभाव के लायक नहीं हैं।"
3318,"If you are from another culture, for example Jewish, you are subhuman and unfit to live in our country.","Given similaries in cultures, including freedoms of speech and religion, you really need to provide some evidence for this statement.",JEWS,V6_sbf,"यदि आप किसी अन्य संस्कृति से हैं, उदाहरण के लिए यहूदी, आप हमारे देश में रहने के लिए अमानवीय और अयोग्य हैं।","भाषण और धर्म की स्वतंत्रता सहित संस्कृतियों में समानताओं को देखते हुए, आपको वास्तव में इस कथन के लिए कुछ सबूत प्रदान करने की आवश्यकता है।"
3319,"I have heard that Jews can't be bothered work, I believe that it depends on their inferior race.",Perhaps it is time to give up on the notion of race and to regard the Jewish as a brilliant people who have contributed to the development of many sciences.,JEWS,V6_sbf,"मैंने सुना है कि यहूदियों को परेशान नहीं किया जा सकता है, मेरा मानना ​​है कि यह उनकी हीन जाति पर निर्भर करता है।","शायद यह दौड़ की धारणा को छोड़ने और यहूदी को एक शानदार लोगों के रूप में मानने का समय है, जिन्होंने कई विज्ञानों के विकास में योगदान दिया है।"
3320,"All jews are lazy, incompetent and unloved by their families.","Sorry, but I've never heard this sort of thing. Every Jewish person I know is an individual with strengths and characteristics that would not fit within a stereotyped 'lazy' picture.",JEWS,V6_sbf,"सभी यहूदी अपने परिवारों द्वारा आलसी, अक्षम और अप्रकाशित हैं।","क्षमा करें, लेकिन मैंने इस तरह की बात कभी नहीं सुनी। प्रत्येक यहूदी व्यक्ति जो मुझे पता है वह ताकत और विशेषताओं के साथ एक व्यक्ति है जो एक स्टीरियोटाइप्ड 'आलसी' चित्र के भीतर फिट नहीं होगा।"
3321,Anyone with half a brain can figure out that the Holocaust never happened.,"The holocaust happened. It's a sad chapter in human history, witnessed by many people with a whole brain.",JEWS,V6_sbf,आधे मस्तिष्क वाला कोई भी व्यक्ति यह पता लगा सकता है कि होलोकॉस्ट कभी नहीं हुआ।,"प्रलय हुआ। यह मानव इतिहास का एक दुखद अध्याय है, जो पूरे मस्तिष्क के साथ कई लोगों द्वारा देखा गया है।"
3322,When you have the world at your feet you can do whatever you want. This is what the jewish lobby is doing by secretly ruling us.,"Those are the feelings of the privileged, who cannot bear the thought of people from other backgrounds. Would you say the same if it was your religious group that was the one left behind?",JEWS,V6_sbf,जब आपके पास अपने पैरों पर दुनिया होती है तो आप जो चाहें कर सकते हैं। यह वही है जो यहूदी लॉबी हमें गुप्त रूप से शासन करके कर रहा है।,"वे विशेषाधिकार प्राप्त होने की भावनाएं हैं, जो अन्य पृष्ठभूमि के लोगों के बारे में विचार नहीं कर सकते हैं। क्या आप ऐसा ही कहेंगे यदि यह आपका धार्मिक समूह था जो पीछे छोड़ दिया गया था?"
3323,Jewish folks are unable to love.,"Look, Jews were forced to live (and die) under Nazi oppression and have all the rights to feel enraged. Still, it doesn't mean that they are unable to love others, or that they are uncapable of forgiving.",JEWS,V6_sbf,यहूदी लोग प्यार करने में असमर्थ हैं।,"देखिए, यहूदियों को नाजी उत्पीड़न के तहत रहने (और मरने) के लिए मजबूर किया गया था और उन्हें गुस्से में महसूस करने के सभी अधिकार हैं। फिर भी, इसका मतलब यह नहीं है कि वे दूसरों से प्यार करने में असमर्थ हैं, या वे क्षमा करने के लिए अप्राप्य हैं।"
3324,Jewish folks are inferior.,"Jews are not inferior. Many of them are good people, who have given their lives for the greater good of humanity.",JEWS,V6_sbf,यहूदी लोग हीन हैं।,"यहूदी हीन नहीं हैं। उनमें से कई अच्छे लोग हैं, जिन्होंने मानवता के अधिक से अधिक भलाई के लिए अपना जीवन दिया है।"
3325,Judaism is a disease.,Jews are not diseased. What is the problem with accepting people of other faiths?,JEWS,V6_sbf,यहूदी धर्म एक बीमारी है।,यहूदी रोगग्रस्त नहीं हैं। अन्य धर्मों के लोगों को स्वीकार करने में क्या समस्या है?
3326,"Jews can be bribed with public money, this is called bribery.","Anyone, regardless of their religion, who has ever tried to commit bribery knows how easy it is to get caught, because it is a crime. Jewish people are no exception.",JEWS,V6_sbf,"यहूदियों को सार्वजनिक धन के साथ रिश्वत दी जा सकती है, इसे रिश्वत कहा जाता है।","किसी को भी, अपने धर्म की परवाह किए बिना, जिसने कभी रिश्वत देने की कोशिश की है, वह जानता है कि पकड़ना कितना आसान है, क्योंकि यह एक अपराध है। यहूदी लोग कोई अपवाद नहीं हैं।"
3327,Jewish folks deserve violence.,"As humans, we all deserve respect and protection. Those who advocate violence belong to the darker times of the past.",JEWS,V6_sbf,यहूदी लोग हिंसा के लायक हैं।,"मनुष्यों के रूप में, हम सभी सम्मान और सुरक्षा के लायक हैं। जो लोग हिंसा की वकालत करते हैं, वे अतीत के गहरे समय से संबंधित हैं।"
3328,Jews are the real communists. They control the world.,How about we stop pretending the world is controlled by one people? Do you have any proof for your claim?,JEWS,V6_sbf,यहूदी असली कम्युनिस्ट हैं। वे दुनिया को नियंत्रित करते हैं।,हम कैसे दिखावा करते हैं कि दुनिया को एक लोगों द्वारा नियंत्रित करना बंद कर दिया जाता है? क्या आपके पास अपने दावे के लिए कोई सबूत है?
3329,If you are a Jew you are for sure involved in 9/11 planning. This is all about Race and 'Enlightenment'. Youe are all guilty until proven innocent.,"Even if it were true that some people are more prone to believe conspiracy theories, it is still true that we can all benefit from a shared perspective on things. And surely believing in factual evidence does that.",JEWS,V6_sbf,यदि आप एक यहूदी हैं तो आप 9/11 योजना में शामिल हैं। यह सब दौड़ और 'आत्मज्ञान' के बारे में है। आप सभी निर्दोष साबित होने तक दोषी हैं।,"यहां तक ​​कि अगर यह सच था कि कुछ लोग साजिश के सिद्धांतों पर विश्वास करने के लिए अधिक प्रवण हैं, तो यह अभी भी सच है कि हम सभी चीजों पर एक साझा दृष्टिकोण से लाभ उठा सकते हैं। और निश्चित रूप से तथ्यात्मक साक्ष्य में विश्वास करना ऐसा करता है।"
3330,Jewish folks are bad.,"This is not true. Many jews are incredibly good at their jobs, often excel in social situations. They are excellent in many communities. I don't see how being jewish would make you a worse human being.",JEWS,V6_sbf,यहूदी लोग बुरे हैं।,"यह सच नहीं है। कई यहूदी अपनी नौकरियों में अविश्वसनीय रूप से अच्छे हैं, अक्सर सामाजिक स्थितियों में उत्कृष्टता प्राप्त करते हैं। वे कई समुदायों में उत्कृष्ट हैं। मैं यह नहीं देखता कि यहूदी होने से आप एक बदतर इंसान कैसे बनेंगे।"
3331,Jewesses are a burden to society.,"What you are saying is that a certain gender is a burden to society because of their religion. So, is your argument not about women alone, but about you and your hatred of religion?",other,V6_sbf,यहूदी समाज के लिए एक बोझ हैं।,"आप जो कह रहे हैं वह यह है कि एक निश्चित लिंग उनके धर्म के कारण समाज के लिए एक बोझ है। तो, क्या आपका तर्क अकेले महिलाओं के बारे में नहीं, बल्कि आपके और आपके धर्म के बारे में है?"
3332,Gays are bad because they like to impose same-sex marriage to society so to please their own femininity desires.,"The real problem is not same-sex marriage, it is people being homophobic.",LGBT+,V6_sbf,समलैंगिक खराब हैं क्योंकि वे अपनी स्वयं की स्त्रीत्व इच्छाओं को खुश करने के लिए समाज के लिए समान-सेक्स विवाह करना पसंद करते हैं।,"असली समस्या समान-सेक्स विवाह नहीं है, यह लोग होमोफोबिक हैं।"
3333,Trivialize gay men!,Why do you have to trivialize them? If you really cared about them you would understand that their lives are very difficult and they should be treated with respect. They are human beings who are worth more than we give them credit for.,LGBT+,V6_sbf,समलैंगिक पुरुषों को तुच्छ!,"आपको उन्हें तुच्छ क्यों करना है? यदि आप वास्तव में उनके बारे में परवाह करते हैं, तो आप समझेंगे कि उनका जीवन बहुत मुश्किल है और उन्हें सम्मान के साथ व्यवहार किया जाना चाहिए। वे ऐसे इंसान हैं, जिनके लायक हम उन्हें श्रेय देते हैं।"
3334,"Gay men are perverts publicly condoning sexual violence, who have no place in a civilised society.",Gays are not 'publicly condoning sexual violence' and gay men deserve the same protection as all people.,LGBT+,V6_sbf,"समलैंगिक पुरुष सार्वजनिक रूप से यौन हिंसा की निंदा कर रहे हैं, जिनके पास एक सभ्य समाज में कोई जगह नहीं है।",समलैंगिक 'सार्वजनिक रूप से यौन हिंसा की निंदा नहीं कर रहे हैं' और समलैंगिक पुरुष सभी लोगों के समान सुरक्षा के लायक हैं।
3335,"This is the new normal. We accept homosexuality in our schools and in our neighbourhoods. We accept it in our workplaces and in our houses. What is the problem? No problem, if we are not interested in a decent society.",People accept each other regardless of their private lives. The problem lies in discrimination.,LGBT+,V6_sbf,"यह नया सामान्य है। हम अपने स्कूलों और अपने पड़ोस में समलैंगिकता को स्वीकार करते हैं। हम इसे अपने कार्यस्थलों और अपने घरों में स्वीकार करते हैं। समस्या क्या है? कोई समस्या नहीं है, अगर हम एक सभ्य समाज में रुचि नहीं रखते हैं।",लोग अपने निजी जीवन की परवाह किए बिना एक -दूसरे को स्वीकार करते हैं। समस्या भेदभाव में निहित है।
3336,I hate it when gay people think they can just 'mock' us with their 'sodomy'.,"Homosexuality is a not choice, but prejudice is.",LGBT+,V6_sbf,मुझे इससे नफरत है जब समलैंगिक लोग सोचते हैं कि वे हमें अपने 'सोडोमी' के साथ 'मजाक' कर सकते हैं।,"समलैंगिकता एक विकल्प नहीं है, लेकिन पूर्वाग्रह है।"
3337,Gay men engage in anal sex and they must be condemned.,"Anal sex can't be ostracized. If we consider the sexual activities of all people, then any person practicing anal sex should be blamed, following your reasoning.",LGBT+,V6_sbf,समलैंगिक पुरुष गुदा सेक्स में संलग्न होते हैं और उनकी निंदा की जानी चाहिए।,"गुदा सेक्स को अस्थिर नहीं किया जा सकता है। यदि हम सभी लोगों की यौन गतिविधियों पर विचार करते हैं, तो गुदा सेक्स का अभ्यास करने वाले किसी भी व्यक्ति को आपके तर्क के बाद दोषी ठहराया जाना चाहिए।"
3338,"Gays are inherently evil, we cannot accept gays in our community.","I would not say that gays are inherently evil, you need to think carefully about what you are saying.",LGBT+,V6_sbf,"समलैंगिक स्वाभाविक रूप से बुराई हैं, हम अपने समुदाय में समलैंगिकों को स्वीकार नहीं कर सकते।","मैं यह नहीं कहूंगा कि समलैंगिक स्वाभाविक रूप से बुराई हैं, आपको इस बारे में ध्यान से सोचने की ज़रूरत है कि आप क्या कह रहे हैं।"
3339,Gays are inherently evil. We cannot accept gays in our community. We cannot coexist with an infertile perversion that will put an end to our species.,I find the idea that LGBT people are inherently bad people deeply offensive. I find it deeply troubling that someone would want to persecute someone on the basis of their sexual orientation.,LGBT+,V6_sbf,समलैंगिक स्वाभाविक रूप से बुराई हैं। हम अपने समुदाय में समलैंगिकों को स्वीकार नहीं कर सकते। हम एक बांझ विकृति के साथ सह -अस्तित्व नहीं कर सकते हैं जो हमारी प्रजातियों को समाप्त कर देगा।,मुझे लगता है कि एलजीबीटी लोग स्वाभाविक रूप से बुरे लोग गहराई से आक्रामक हैं। मुझे यह गहराई से परेशान करने वाला लगता है कि कोई व्यक्ति अपने यौन अभिविन्यास के आधार पर किसी को सताना चाहेगा।
3340,"We are not homophobes, we want to help them to become normal again.","This is another type of anti-gay prejudice, in that the source is a lack of understanding about LGBT and human rights.",LGBT+,V6_sbf,"हम होमोफोब नहीं हैं, हम उन्हें फिर से सामान्य बनने में मदद करना चाहते हैं।","यह एक अन्य प्रकार का समलैंगिक पूर्वाग्रह है, जिसमें स्रोत एलजीबीटी और मानवाधिकारों के बारे में समझ की कमी है।"
3341,These faggots are trying to delegitimize women.,"So you think all gays are opposed to women? Then try asking them, or a lesbian, or a transgender person, or an intersex person, or an asexual person.",LGBT+,V6_sbf,ये फगोट महिलाओं को सौंपने की कोशिश कर रहे हैं।,"तो आपको लगता है कि सभी समलैंगिक महिलाओं के विरोध में हैं? फिर उनसे पूछने की कोशिश करें, या एक समलैंगिक, या एक ट्रांसजेंडर व्यक्ति, या एक इंटरसेक्स व्यक्ति, या एक अलैंगिक व्यक्ति।"
3342,It is okay to be racist against LGBT+ people.,"That is exactly what is so evil about being a racist. Bringing hate together with the concept of race or any minority, even when it doesn't make sense.",LGBT+,V6_sbf,LGBT+ लोगों के खिलाफ नस्लवादी होना ठीक है।,"यह वही है जो नस्लवादी होने के बारे में इतना बुराई है। नस्ल या किसी भी अल्पसंख्यक की अवधारणा के साथ नफरत लाना, यहां तक ​​कि जब यह समझ में नहीं आता है।"
3343,We cannot allow transgender ideology to take over our country.,This is just another example of an offensive conspiratorial talking point. This is about persecuting a minority. Not my idea of a democratic country.,LGBT+,V6_sbf,हम ट्रांसजेंडर विचारधारा को अपने देश को संभालने की अनुमति नहीं दे सकते।,यह एक आक्रामक षड्यंत्रकारी बात करने वाले बिंदु का सिर्फ एक और उदाहरण है। यह एक अल्पसंख्यक को सताने के बारे में है। एक लोकतांत्रिक देश का मेरा विचार नहीं।
3344,Transgenders want to rape our children.,"This is not true. Maybe you should be worried about the rise in hate crimes against LGBT+ people, incidents of which, since 2016 in Italy, have not been lower than 100 per year, .",LGBT+,V6_sbf,ट्रांसजेंडर्स हमारे बच्चों का बलात्कार करना चाहते हैं।,"यह सच नहीं है। हो सकता है कि आपको एलजीबीटी+ लोगों के खिलाफ नफरत के अपराधों में वृद्धि के बारे में चिंतित होना चाहिए, जिनमें से 2016 के बाद से, इटली में 2016 से, प्रति वर्ष 100 से कम नहीं रहा है।"
3345,Gays are just a bunch of disgusting animals. They should be isolated from society and the world.,Gays are not animals. Why you should isolate people based on their sexual preferences?,LGBT+,V6_sbf,समलैंगिक सिर्फ घृणित जानवरों का एक समूह है। उन्हें समाज और दुनिया से अलग होना चाहिए।,समलैंगिक जानवर नहीं हैं। आपको उनकी यौन प्राथमिकताओं के आधार पर लोगों को अलग क्यों करना चाहिए?
3346,Gay men aren't as strong as straight men.,"A gay man may be strong or weak, just like any other man. His worth do not vary. They are all human beings with human rights.",LGBT+,V6_sbf,समलैंगिक पुरुष सीधे पुरुषों की तरह मजबूत नहीं हैं।,एक समलैंगिक व्यक्ति किसी अन्य व्यक्ति की तरह मजबूत या कमजोर हो सकता है। उसका मूल्य भिन्न नहीं होता है। वे सभी मानव अधिकारों के साथ मनुष्य हैं।
