INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION,HATE_SPEECH_Beng,Counter_SPEECH_Beng
33,"Took this in Wanstead, east London. An area with £1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist. (Caption to a photo of a homeless person sleeping on a part bench)",There are more than enough empty homes in this country right now to house every single homeless person. There is also more than enough wealth in this country to build new homes. We CAN house our ‘own people’ but the government chooses not to. Homelessness is an issue of wealth inequality not migration – if you genuinely care about poverty issues like homelessness you need to be questioning power structures and wealth distribution.,MIGRANTS,V1,এটি পূর্ব লন্ডনের ওয়ানস্টেডে নিয়েছে। M 1m+ ঘর সহ একটি অঞ্চল। হাই সেন্ট এবং কেউ বেঞ্চে ঘুমাচ্ছেন ভিক্ষুক। আমরা আমাদের নিজস্ব লোকদের রাখতে পারি না তবে আরও কয়েক মিলিয়ন নিয়ে আসি। অনিয়ন্ত্রিত অভিবাসনের কারণে গৃহহীনতার কারণে এটি বর্ণবাদী হিসাবে গন্ধ পেতে হবে তা উল্লেখ করার জন্য। (কোনও অংশ বেঞ্চে ঘুমাচ্ছেন এমন গৃহহীন ব্যক্তির ছবিতে ক্যাপশন),এই দেশে এখন প্রতিটি গৃহহীন ব্যক্তিকে রাখার জন্য এই দেশে পর্যাপ্ত খালি বাড়ি রয়েছে। নতুন বাড়ি তৈরির জন্য এই দেশে পর্যাপ্ত সম্পদের চেয়েও বেশি কিছু রয়েছে। আমরা আমাদের ‘নিজের লোক’ রাখতে পারি তবে সরকার তা পছন্দ করে না। গৃহহীনতা হ'ল সম্পদ বৈষম্যের একটি বিষয় যা মাইগ্রেশন নয় - আপনি যদি গৃহহীনতার মতো দারিদ্র্যের বিষয়গুলি সম্পর্কে সত্যই যত্নশীল হন তবে আপনাকে শক্তি কাঠামো এবং সম্পদ বিতরণকে প্রশ্নবিদ্ধ করা দরকার।
34,"When you animals have ruined the world and are eating each other, because that’s all you are good for, we’ll still be here, keeping our bloodlines pure against all the odds, regretting the day we heeded the womenfolk and took our heels off your throats.",The womenfolk appear to have wisdom and not a little heart.,WOMEN,V1,"যখন আপনি প্রাণীগুলি পৃথিবীকে ধ্বংস করে দিয়েছেন এবং একে অপরকে খাচ্ছেন, কারণ এটিই আপনার পক্ষে ভাল, আমরা এখনও এখানে থাকব, আমাদের ব্লাডলাইনগুলি সমস্ত প্রতিকূলতার বিরুদ্ধে খাঁটি রাখব, যেদিন আমরা মহিলাফোককে মনোযোগ দিয়েছি এবং আপনার হিলগুলি আপনার কাছ থেকে সরিয়ে নিয়েছি তার জন্য আফসোস করে গলা",উইমেনফোকের জ্ঞান রয়েছে বলে মনে হয় এবং কিছুটা হৃদয় নয়।
35,Maybe the UN could talk to those asian and african nations responsible for 90%+ of the pollution in the oceans' instead of insisting on this bullshit about climate change.,"The US is the second most polluting country in the world - as the world’s biggest industrial and commercial power. We are all to blame here and need to work hand in hand to create sustainable change, as opposed to pointing the finger to others.",other,V1,জলবায়ু পরিবর্তন সম্পর্কে এই বুলশিটকে জোর দেওয়ার পরিবর্তে মহাসাগরে 90%+ দূষণের জন্য দায়ী এই এশীয় এবং আফ্রিকান দেশগুলির সাথে জাতিসংঘের সাথে কথা বলতে পারে।,মার্কিন যুক্তরাষ্ট্র বিশ্বের বৃহত্তম শিল্প ও বাণিজ্যিক শক্তি হিসাবে বিশ্বের দ্বিতীয় সবচেয়ে দূষণকারী দেশ। আমরা সবাই এখানে দোষারোপ করছি এবং অন্যের প্রতি আঙুলটি দেখানোর বিপরীতে টেকসই পরিবর্তন তৈরি করতে হাতের কাজ করা দরকার।
36,Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,"The ultra rich people in this industry - Jewish or not - have the power and influence. Not sure where you got your facts from regarding Jewish people ""controlling"" Hollywood.",JEWS,V1,তাদের সিনেমা নিষিদ্ধ ও পরিচালকদের সেন্সর করার ক্ষমতা হ'ল ইহুদিরা হলিউডকে নিয়ন্ত্রণ করে।,"এই শিল্পের অতি ধনী ব্যক্তি - ইহুদি বা না - শক্তি এবং প্রভাব আছে। ইহুদিদের সম্পর্কে আপনার সত্যতা কোথায় পেয়েছেন তা নিশ্চিত নন যা হলিউডের ""নিয়ন্ত্রণ"" করে।"
37,The feminists have won. With so many women being unwilling to procreate we will be replaced and lose out civilisation.,"The term 'feminism' is fighting for equal rights of ALL sexes, you may find that you too identify as a feminist. Maybe try some of the following sites to find out more on how the feminist movement can benefit you: feminist.com, read more on the 'man up campaign' on Mind.org.uk",WOMEN,V1,নারীবাদীরা জিতেছে। অনেক মহিলা প্রাক্কলিত করতে ইচ্ছুক না হওয়ায় আমরা প্রতিস্থাপন করব এবং সভ্যতা হারাব।,"'নারীবাদ' শব্দটি সমস্ত লিঙ্গের সমান অধিকারের জন্য লড়াই করছে, আপনি দেখতে পাবেন যে আপনিও একজন নারীবাদী হিসাবে চিহ্নিত হন। নারীবাদী আন্দোলন কীভাবে আপনার উপকার করতে পারে সে সম্পর্কে আরও জানতে নিম্নলিখিত কয়েকটি সাইট চেষ্টা করুন: নারীবাদী ডটকম, মাইন্ড.আর.ইউকে 'ম্যান আপ ক্যাম্পেইন' সম্পর্কে আরও পড়ুন"
38,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",The patriarchy is not man's friend. Boys and men are told to be tough and to bear many burdens without being able to show any emotions or to talk about their struggles. This has led to great levels of suicide amoungst men. It is a question of survival and happiness to accept our differences and similarities and to work together.,WOMEN,V1,"মহিলারা মূলত শিশুদের মতো, তারা তাদের জীবনের বেশিরভাগ সময় এভাবে থাকে। নরম এবং সংবেদনশীল। এটি আমাদের একসময় মহান পিতৃতান্ত্রিক সভ্যতা ধ্বংস করে দিয়েছে।",পিতৃতন্ত্র মানুষের বন্ধু নয়। ছেলেরা এবং পুরুষদের শক্ত হতে বলা হয় এবং কোনও আবেগ দেখাতে বা তাদের সংগ্রাম সম্পর্কে কথা বলতে না পেরে অনেকগুলি বোঝা বহন করা হয়। এর ফলে আত্মহত্যা অ্যামংস্ট পুরুষদের প্রচুর মাত্রায় পরিণত হয়েছে। আমাদের পার্থক্য এবং মিলগুলি গ্রহণ করা এবং একসাথে কাজ করা বেঁচে থাকা এবং সুখের একটি প্রশ্ন।
39,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,The Nazi killing machine was all too efficient. Survivors lost so much and braved terror and cruelty. They should be celebrated.,JEWS,V1,নাৎসিরা ইহুদিদের হত্যা করতে চুষে ফেলেছিল ... আপনি যেখানেই দেখেন সেখানে একজন হলোকাস্টের বেঁচে আছেন।,নাৎসি কিলিং মেশিনটি খুব দক্ষ ছিল। জীবিতরা এতটা হারিয়েছিল এবং সন্ত্রাস ও নিষ্ঠুরতা সাহসী হয়েছিল। তারা উদযাপিত করা উচিত।
40,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,The murder of around 6 million Jews shows the scale of the genocide. This is 6 million more than should have ever happened.,JEWS,V1,নাৎসিরা ইহুদিদের হত্যা করতে চুষে ফেলেছিল ... আপনি যেখানেই দেখেন সেখানে একজন হলোকাস্টের বেঁচে আছেন।,প্রায় million মিলিয়ন ইহুদি হত্যার বিষয়টি গণহত্যার স্কেল দেখায়। এটি হওয়ার চেয়ে 6 মিলিয়ন বেশি।
41,"The’ Holocaust’ is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.","The Jews suffered horribly in the Holocaust, as did many other groups.Reparation is a small step to enable suffering people to rebuild their lives. Common humanity, surely?",JEWS,V1,"‘হলোকাস্ট’ একটি ব্যবসা। এটি এখনও ইউরোপীয় দেশগুলি থেকে প্রতিশোধ নেওয়ার জন্য লক্ষ লক্ষ লোককে চাঁদা এবং দায়মুক্তির প্রাচীর তৈরি করতে ব্যবহৃত হয় এবং এর পিছনে ইহুদিরা সমালোচনা থেকে মুক্ত, দায়মুক্তির সাথে কাজ করতে পারে।","ইহুদিরা হলোকাস্টে ভয়াবহভাবে ক্ষতিগ্রস্থ হয়েছিল, অন্যান্য অনেক গ্রুপের মতোই। ভোগান্তি মানুষকে তাদের জীবন পুনর্নির্মাণে সক্ষম করার জন্য একটি ছোট পদক্ষেপ। সাধারণ মানবতা, নিশ্চয়ই?"
42,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)",The internet has become a shouting platform for people's hateful views. Of course something needs to be done since people don't seem able to moderate their words themselves.,other,V1,"যুক্তরাজ্য সরকার সম্প্রতি ‘অনলাইন হার্মস’ সম্পর্কিত একটি কাগজ প্রকাশ করেছে-অন্য কথায় তারা ইহুদি এবং মুসলিম বিরোধী-ঘৃণ্য সংস্থাগুলির সাথে ইন্টারনেট সেন্সর করার জন্য কাজ করতে চলেছে। (মামা, সিএসটি এবং স্টপ হেট ইউকে বলুন বলে উল্লেখ করে)",ইন্টারনেট মানুষের ঘৃণ্য দৃষ্টিভঙ্গির জন্য একটি চিৎকার প্ল্যাটফর্মে পরিণত হয়েছে। অবশ্যই কিছু করা দরকার যেহেতু লোকেরা তাদের শব্দগুলি নিজেরাই মাঝারি করতে সক্ষম হয় না বলে মনে হয়।
45,"UK Education Secretary: ‘All children from the age of 4 will have mandatory lessons on same sex relationships.’ – This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.","Teaching children that there are different ways to be happy, and that their feelings are valid is something I totally agree with.",LGBT+,V1,"যুক্তরাজ্যের শিক্ষা সচিব: ‘৪ বছর বয়সের সমস্ত শিশুদের একই যৌন সম্পর্কের বিষয়ে বাধ্যতামূলক পাঠ থাকবে।’ - এটি শিক্ষার বিষয়ে নয়, এটি স্বেচ্ছায় বিভ্রান্তিকর এবং বাচ্চাদের অন্তর্ভুক্ত করা এবং তাদের ব্যক্তিত্ব বিকাশ থেকে বিরত রাখার বিষয়ে।",বাচ্চাদের সুখী হওয়ার বিভিন্ন উপায় রয়েছে এবং তাদের অনুভূতিগুলি বৈধ তা শেখানো এমন একটি বিষয় যা আমি সম্পূর্ণরূপে একমত।
47,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.","Soft and emotinal' are personality traits, may I sugesst you read up on the #HeforShe movement that works for equal rights for men and women, and aims to stop the stigma around men showing emotions.",WOMEN,V1,"মহিলারা মূলত শিশুদের মতো, তারা তাদের জীবনের বেশিরভাগ সময় এভাবে থাকে। নরম এবং সংবেদনশীল। এটি আমাদের একসময় মহান পিতৃতান্ত্রিক সভ্যতা ধ্বংস করে দিয়েছে।","নরম এবং ইমোটিভাল 'ব্যক্তিত্বের বৈশিষ্ট্য, আমি কি আপনি #হেফোরশে আন্দোলনটি পড়তে পারি যা পুরুষ এবং মহিলাদের জন্য সমান অধিকারের জন্য কাজ করে এবং পুরুষদের আবেগ দেখিয়ে পুরুষের চারপাশে কলঙ্ক বন্ধ করার লক্ষ্য রাখে।"
